TIME	CH1	CH2	CH3	CH4
9.556e+06	-0.03125	-0.03125	0	0.015625
9.552e+06	-0.03125	-0.03125	0	0.015625
9.548e+06	-0.03125	-0.03125	0	0.015625
9.544e+06	-0.03125	-0.03125	0	0.015625
9.54e+06	-0.03125	-0.03125	0	0.03125
9.536e+06	-0.03125	-0.03125	0	0.015625
9.532e+06	-0.03125	-0.03125	0	0.015625
9.528e+06	-0.03125	-0.03125	0	0.015625
9.524e+06	-0.03125	-0.03125	0	0.015625
9.52e+06	-0.03125	-0.03125	0	0.03125
9.516e+06	-0.03125	-0.03125	0	0.015625
9.512e+06	-0.03125	-0.03125	0	0.015625
9.508e+06	-0.03125	-0.03125	0	0.015625
9.504e+06	-0.03125	-0.03125	0	0.015625
9.5e+06	-0.03125	-0.03125	0	0.03125
9.496e+06	-0.03125	-0.03125	0	0.015625
9.492e+06	-0.03125	-0.03125	0	0.03125
9.488e+06	-0.03125	-0.03125	0	0.015625
9.484e+06	-0.03125	-0.03125	0	0.015625
9.48e+06	-0.03125	-0.03125	0	0.015625
9.476e+06	-0.03125	-0.03125	0	0.015625
9.472e+06	-0.03125	-0.03125	0	0.015625
9.468e+06	-0.03125	-0.03125	0	0.03125
9.464e+06	-0.03125	-0.03125	0	0.015625
9.46e+06	-0.03125	-0.03125	0	0.015625
9.456e+06	-0.03125	-0.03125	0	0.015625
9.452e+06	-0.03125	-0.03125	0	0.015625
9.448e+06	-0.03125	-0.03125	0	0.015625
9.444e+06	-0.03125	-0.03125	0	0.015625
9.44e+06	-0.03125	-0.03125	0	0.015625
9.436e+06	-0.03125	-0.03125	0	0.015625
9.432e+06	-0.03125	-0.03125	0	0.03125
9.428e+06	0	-0.03125	0	0.03125
9.424e+06	-0.03125	-0.03125	0	0.015625
9.42e+06	-0.03125	-0.03125	0	0.015625
9.416e+06	-0.03125	-0.03125	0	0.015625
9.412e+06	-0.03125	-0.03125	0	0.03125
9.408e+06	-0.03125	-0.03125	0	0.015625
9.404e+06	-0.03125	-0.03125	0	0.015625
9.4e+06	-0.03125	-0.03125	0	0.015625
9.396e+06	-0.03125	-0.03125	0	0.03125
9.392e+06	-0.03125	-0.03125	0	0.015625
9.388e+06	-0.03125	-0.03125	0	0.015625
9.384e+06	-0.03125	-0.03125	0	0.015625
9.38e+06	-0.03125	-0.03125	0	0.015625
9.376e+06	-0.03125	-0.03125	0	0.015625
9.372e+06	-0.03125	-0.03125	0	0.03125
9.368e+06	-0.03125	-0.03125	0	0.015625
9.364e+06	-0.03125	-0.03125	0	0.015625
9.36e+06	-0.03125	-0.03125	0	0.015625
9.356e+06	-0.03125	-0.03125	0	0.015625
9.352e+06	-0.03125	-0.03125	0	0.015625
9.348e+06	-0.03125	-0.03125	0	0.015625
9.344e+06	-0.03125	-0.03125	0	0.015625
9.34e+06	-0.03125	-0.03125	0	0.03125
9.336e+06	-0.03125	-0.03125	0	0.03125
9.332e+06	-0.03125	-0.03125	0	0.015625
9.328e+06	-0.03125	-0.03125	0	0.015625
9.324e+06	-0.03125	-0.03125	0	0.015625
9.32e+06	-0.03125	-0.03125	0	0.015625
9.316e+06	-0.03125	-0.03125	0	0.015625
9.312e+06	-0.03125	-0.03125	0	0.015625
9.308e+06	-0.03125	-0.03125	0	0.015625
9.304e+06	-0.03125	-0.03125	0	0.015625
9.3e+06	-0.03125	-0.03125	0	0.015625
9.296e+06	-0.03125	-0.03125	0	0.015625
9.292e+06	-0.03125	-0.03125	0	0.015625
9.288e+06	-0.03125	-0.03125	0	0.015625
9.284e+06	-0.03125	-0.03125	0	0.03125
9.28e+06	-0.03125	-0.03125	0	0.03125
9.276e+06	-0.03125	-0.03125	0	0.015625
9.272e+06	-0.03125	-0.03125	0	0.015625
9.268e+06	0	-0.03125	0	0.03125
9.264e+06	-0.03125	-0.03125	0	0.015625
9.26e+06	-0.03125	-0.03125	0	0.015625
9.256e+06	-0.03125	-0.03125	0	0.015625
